Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
198808,-3.9547,-1.3055,-0.8721,-1.1419,-2.809,-2.2836,-2.6425,-2.8751,-2.2213,-4.0358,-2.0683,-2.3228,-1.9793,-1.7583,-3.0048,-1.9905,-0.3954,-1.3259,-2.189,-3.0596,-1.5162,-0.7557,-4.1629,-3.8555,-2.2189
198809,0.5519,3.7852,2.6059,3.4232,2.277,2.0139,2.7119,2.7873,3.9519,2.1231,0.7516,2.3553,2.7226,3.0092,3.7882,3.2461,2.591,2.0322,3.9428,4.5743,2.1716,5.5423,2.3706,4.9132,6.124
198810,-3.3931,-1.9272,-1.3639,-0.7962,-0.6683,-1.362,-0.6742,0.1718,-0.9869,-0.5895,-0.6426,1.088,1.1278,0.0691,-0.6165,0.2597,0.2191,0.616,0.9518,-0.1562,0.2773,2.4995,3.6551,2.281,3.1733
198811,-5.4186,-4.0721,-3.5646,-2.9645,-2.7926,-1.766,-3.6448,-2.3426,-3.4037,-3.6057,-0.9815,-2.8628,-1.9871,-1.7792,-3.5066,-1.687,-1.2947,-3.0362,-2.0922,-2.4254,0.1772,-2.0249,-1.5407,-0.9085,-1.3498
198812,3.0625,4.2011,2.4729,3.3218,3.1795,3.4234,4.3349,3.6806,5.5594,5.111,3.6485,5.1508,2.2477,3.4853,3.7323,1.618,2.3311,1.4764,2.1947,3.0619,-0.6855,1.5921,2.2107,1.348,2.3476
198901,5.7893,4.2467,4.7849,4.7604,5.3112,6.7935,3.9368,4.9335,4.3673,4.1781,8.477,4.1786,3.5575,4.7319,4.2469,6.9679,5.5897,6.3037,5.7006,5.1709,7.8938,5.8488,7.0275,8.0324,6.8384
198902,0.0493,0.5438,0.1438,1.1944,0.8904,0.8125,1.1461,1.632,2.4516,0.8607,0.194,0.6837,0.2002,1.253,-0.3419,0.1235,-0.2588,-0.6773,0.1542,0.4534,-2.2734,-1.6634,-3.5542,-2.5279,-2.4525
198903,2.436,2.4243,3.8913,3.8375,2.4231,3.9659,2.7821,2.0892,1.8469,0.9917,1.9197,1.4617,2.3817,2.2328,2.6458,2.3414,0.1426,1.4804,1.7387,1.6589,4.3732,3.2446,-0.3402,3.3465,3.3922
198904,2.8911,1.0766,2.8028,4.9109,4.1505,5.0637,4.2529,5.2816,3.8624,5.2176,5.2082,4.5389,3.2806,5.819,5.6213,5.4963,4.4697,5.7254,5.5861,5.2515,6.4462,4.6724,4.1044,6.6127,4.8555
198905,2.9981,3.3936,2.6204,4.7654,5.0788,4.6405,4.5101,2.6782,2.7647,4.7009,4.6284,3.8534,5.2203,4.2115,5.5659,5.1381,3.1737,4.18,4.4138,3.0998,3.4736,4.7086,2.2177,5.0837,4.8614
198906,-2.0483,-0.5141,-1.1334,-2.011,-1.2541,-4.45,-1.9569,-1.4654,-1.0044,-2.3736,-1.1518,-0.428,-0.6007,-1.3036,-2.1452,1.1034,2.1945,0.5646,-0.2367,-3.3765,0.3717,-0.8696,0.3758,-1.5395,-0.3492
198907,1.8392,3.5361,3.7053,3.8101,4.1784,4.4835,4.4142,3.4527,4.6995,5.1079,3.9304,4.8721,3.9401,5.4794,4.3106,7.392,5.0122,8.991,7.5889,6.8909,7.3924,7.3484,7.732,8.6987,11.1015
198908,0.9895,1.4039,2.0109,1.4688,2.2524,2.8403,2.2929,2.3288,3.3955,4.2154,2.5948,0.9407,3.4351,3.9424,4.4753,3.4605,1.6625,2.268,4.1666,4.2455,2.5514,2.6098,1.0266,2.4868,1.1614
198909,0.5287,-0.5748,0.0822,-0.419,0.8814,0.0857,0.2565,0.9476,2.2939,1.0098,-1.5258,-1.2242,-0.5948,0.7942,0.0941,-0.4064,-0.4219,-2.2463,-1.8807,-0.8364,-1.3565,0.7074,-1.0162,0.1356,1.2006
198910,-6.2541,-5.6019,-2.8313,-5.7929,-5.7518,-6.062,-6.3319,-6.1379,-5.3323,-5.0483,-4.1334,-4.7861,-6.2392,-4.9514,-5.2152,-3.8084,-2.7383,-3.9448,-4.0388,-5.2169,-1.6422,-1.0419,-0.9444,-3.1903,-1.9981
198911,-1.3411,-0.1712,0.4686,0.3189,0.3466,2.0368,2.7032,1.4579,-0.5538,-0.8597,0.5502,1.6861,3.128,0.5217,1.3285,4.4319,1.7158,1.7668,0.9232,0.0344,2.6343,3.2206,2.9472,1.9716,0.6601
198912,-1.7435,-1.0075,0.0518,-0.9831,0.5215,0.5296,1.507,0.8943,0.0877,0.3479,-0.5486,1.0618,1.8508,0.8209,-1.9598,0.2355,3.7541,2.3245,2.0152,1.8159,0.6294,1.7773,2.8325,3.3282,1.146
199001,-5.9929,-6.9655,-6.3628,-7.4175,-10.3188,-8.3274,-8.4193,-8.7687,-9.5031,-8.9715,-8.2428,-8.2098,-7.4032,-8.2998,-10.0154,-8.6646,-8.213,-6.9926,-7.928,-7.3776,-5.6595,-7.0979,-5.8775,-7.3782,-7.4586
199002,1.4469,2.7453,3.5961,0.7977,2.4626,2.7842,4.269,3.0114,2.8754,3.037,3.3193,1.2884,2.2204,1.9055,4.9616,1.8851,1.0428,2.1705,1.6416,2.4225,2.3543,2.5203,1.6542,0.7341,1.0324
199003,2.9285,2.1837,3.5187,3.1871,4.7654,2.5868,4.7719,4.5239,4.865,5.0395,1.7413,2.2729,3.2568,3.4418,3.1224,1.6359,0.8175,2.7154,4.1223,2.6469,0.1897,-0.6479,1.8015,2.7588,3.6267
199004,-3.1185,-2.3661,-1.6148,-1.5562,-2.5669,-3.7381,-2.8797,-2.9895,-4.2861,-3.0808,-3.9494,-4.7257,-3.2747,-2.7457,-2.8257,-6.7663,-4.7271,-5.404,-3.6447,-3.705,-4.0581,-4.9881,-1.405,-3.1932,-0.4448
199005,5.9424,5.9014,7.8009,5.9523,6.1313,7.8392,7.6954,6.2995,7.8545,9.3281,6.3786,6.8898,9.0181,8.0107,7.7557,9.2337,8.5603,7.8196,10.4666,9.0033,8.1132,9.0621,8.9155,9.8529,10.0502
199006,0.9728,2.2109,1.1874,0.8155,1.1118,1.0898,-0.6835,0.8872,0.9219,-1.5171,0.7276,1.0461,-0.2087,0.6934,-0.1914,-0.0798,0.2204,-1.3736,-1.1871,-1.2746,-1.2216,-0.4548,-0.791,-2.0273,0.9524
199007,-4.1154,-3.2676,-4.0029,-3.3686,-5.313,-5.2274,-3.518,-2.3618,-4.2635,-5.9235,-5.8774,-3.2403,-1.2522,-3.0455,-4.6211,-2.4979,-2.2273,-1.4882,-2.9853,-2.1736,-2.0765,1.7447,1.2304,-0.4272,-1.7121
199008,-14.2344,-11.7143,-12.5986,-14.5702,-15.0944,-15.7476,-10.361,-12.207,-12.8614,-14.2937,-12.8836,-9.4159,-10.9573,-11.8831,-14.329,-10.0353,-8.9023,-10.727,-10.2413,-11.3687,-10.1029,-8.4641,-7.8112,-9.2533,-8.4721
199009,-8.8872,-7.3081,-8.2526,-8.987,-11.4654,-10.1116,-6.4525,-7.5705,-10.3949,-9.7201,-10.2421,-4.0364,-5.5049,-9.5411,-11.3657,-6.6937,-6.7036,-7.1476,-7.1322,-7.5954,-7.2413,-6.4843,-2.7296,-4.183,-4.8872
199010,-7.9661,-6.6055,-4.1761,-7.5197,-5.3137,-9.2671,-5.9126,-3.1379,-4.5285,-5.6693,-6.2582,-2.9825,-6.1846,-3.0157,-4.3292,-4.2037,-2.2208,-0.4892,-2.6585,-5.4382,-3.053,-0.4536,0.1401,-1.21,1.9607
199011,2.2076,4.0406,3.5996,4.735,5.0408,6.3927,6.5658,7.8034,8.2866,8.7966,10.5039,6.2918,8.6162,9.2445,11.7809,5.1566,6.4113,9.7153,10.4126,10.0578,11.9366,6.9755,5.241,6.2374,6.3124
199012,-0.8451,-0.054,1.6522,1.5246,3.082,1.8292,3.7552,6.6368,4.9192,5.4472,2.9614,2.7906,4.9261,5.2367,6.3114,2.7187,2.9134,4.1162,4.4992,5.3404,2.574,1.8441,2.434,1.6918,4.305
199101,8.8731,7.1938,11.1461,8.61,10.1632,11.3643,6.0591,7.3155,6.059,10.1837,5.2506,4.5085,9.8189,8.4471,11.9463,4.3888,3.7875,5.5833,7.5196,7.7933,6.6337,2.4554,2.6043,4.4489,5.9786
199102,14.0044,10.8145,11.7966,13.1251,13.02,13.028,9.8046,8.4209,10.7434,12.1772,10.5211,8.0163,7.7456,10.3764,9.074,9.402,7.7361,6.3342,8.8768,9.3808,7.7701,6.3693,6.052,6.2177,8.3353
199103,10.0691,7.0792,7.161,6.115,10.912,8.8426,4.6268,8.202,4.5484,6.7157,4.9705,3.7056,4.7188,5.3187,5.3579,2.8133,3.1608,5.2463,5.2848,2.3564,5.0167,0.4901,2.1192,0.817,4.2956
199104,0.7113,1.1272,0.2681,0.2052,2.7041,-2.6032,0.6489,-0.6673,1.3006,1.8457,-3.7347,1.1956,1.2765,0.7642,1.289,-0.9282,-0.1154,0.0424,1.1462,2.6862,1.5484,-0.1109,0.7525,-0.4011,0.1181
199105,2.4363,4.503,2.2832,4.6254,5.5286,4.6832,4.1775,4.0322,4.1533,4.8794,3.8545,3.4175,5.0231,4.764,4.4827,3.6079,3.2523,7.2784,4.9457,5.3738,2.975,2.0801,2.2769,5.2815,4.2435
199106,-6.0565,-3.6062,-3.6127,-3.7113,-6.1503,-6.554,-5.1138,-5.9726,-1.4089,-3.8984,-6.0124,-3.8879,-4.4669,-3.2749,-3.2777,-4.4955,-5.804,-4.1427,-4.23,-4.5791,-7.0216,-5.055,-3.632,-5.0869,-4.0259
199107,2.6048,3.7698,2.6877,1.8926,4.1467,2.9581,3.0716,2.453,4.5291,5.2139,3.7588,5.065,3.9447,5.9493,5.0302,3.6593,3.233,3.6232,5.7191,5.802,4.4746,4.4258,3.9592,3.6074,6.4207
199108,2.9941,3.8417,2.1995,1.363,4.3011,4.9122,3.4254,3.5162,2.9862,3.71,2.7391,4.5403,4.017,6.276,3.9278,0.579,2.6065,1.3342,3.4864,2.8519,2.1587,2.1481,0.2307,2.1295,4.3774
199109,2.1372,-0.3985,1.3722,0.3934,1.817,3.1947,-0.1423,1.4693,-0.8547,-0.3927,-1.8235,-0.2251,-1.1059,-0.8881,0.5541,1.9025,0.6123,0.4299,-2.6995,-1.3651,-0.6896,0.6336,-0.3704,-1.7977,-2.3096
199110,4.6709,3.3047,2.1318,4.0188,4.1263,4.8983,2.1555,2.5582,0.6948,1.2354,5.6776,0.8834,1.4916,2.7969,1.0008,4.9007,2.5746,0.9726,0.7971,2.2721,1.7633,2.9633,1.2757,1.0156,1.4327
199111,-2.799,-3.3845,-2.5571,-3.6892,-4.2288,-9.1075,-3.8651,-4.1745,-4.9996,-2.9601,-4.6427,-3.5073,-3.9357,-4.4951,-5.021,-3.5028,-1.6033,-3.3347,-4.8313,-4.4591,-3.371,-3.6923,-5.2124,-5.2878,-1.3056
199112,4.3445,6.7364,4.5475,6.2527,7.2318,7.1905,7.8733,5.9769,7.5292,11.1077,11.2679,11.7196,11.0205,11.3814,10.9739,11.5372,7.8781,9.4944,12.5741,12.1647,9.162,8.9501,9.7107,9.9677,14.6996
199201,17.4165,9.8161,13.2503,12.155,12.7171,9.5768,6.6126,4.9484,7.5364,8.1613,3.7652,3.4224,5.7183,4.893,5.3957,0.3685,-1.892,1.9972,1.2146,2.6103,-1.8962,-2.3259,-2.558,-0.7894,-3.2141
199202,3.2043,4.9543,5.5073,5.4127,4.8299,0.0446,3.1257,2.0306,2.6509,3.9239,2.615,0.8308,3.1195,3.5142,4.4158,-1.6558,0.9076,1.8281,3.0261,2.8093,1.9755,1.6282,2.8118,0.0614,0.3824
199203,-4.0609,-2.3875,-2.301,-3.0923,-4.9256,-5.7454,-2.0848,-0.8373,-3.4966,-5.8232,-5.371,-1.736,-1.9764,-2.3383,-0.7305,-2.1286,-0.238,-4.6393,-2.0268,-4.5161,-1.2941,-1.5042,-1.4241,-2.2142,-2.0123
199204,-7.6986,-4.6195,-3.598,-4.3292,-5.9846,-5.8878,-4.3713,-1.9235,-1.7307,-4.3372,-5.1691,-0.5811,-1.9761,-1.5138,-0.5557,-1.3622,2.7437,1.2827,0.5814,0.6909,0.8495,2.11,5.3882,5.1197,0.1637
199205,-1.13,1.7571,-1.1922,-0.3153,-0.8561,2.2604,1.5273,2.1112,0.4336,-1.1371,3.5165,0.965,0.6173,-0.0502,0.4058,-0.7738,0.9469,0.5969,0.9798,0.4391,0.4171,1.1832,0.5401,-0.1997,1.2237
199206,-7.1766,-5.7273,-3.6697,-5.8584,-6.0034,-4.8119,-2.2403,-3.8089,-5.1377,-3.7266,-1.9614,-2.5325,-3.4702,-3.2964,-3.3565,-2.2823,0.2774,-1.1838,-3.2122,-2.406,-2.3748,-1.4214,0.0395,-1.2821,-2.6582
199207,0.4908,3.1095,0.8359,2.7723,4.6597,3.4189,3.1622,4.7776,4.6056,3.447,4.0717,3.8248,6.5131,4.6057,4.3041,1.5322,6.0384,4.7129,3.9099,3.8461,3.5695,4.1355,3.281,4.3487,4.485
199208,-4.9843,-3.1652,-1.7309,-0.9062,-2.9866,-6.2749,-2.355,-2.2144,-2.1006,-0.6528,-7.6143,-1.7736,-1.0605,-2.3888,-1.8836,-3.4239,-2.2727,-1.6905,-1.3619,-2.5891,-5.2919,-4.2565,-2.1661,-1.9018,-0.967
199209,0.5472,1.927,1.5761,0.136,1.876,1.2938,0.7738,3.8465,2.6389,3.4998,0.0191,2.4939,1.8609,0.9744,4.6126,-1.2935,2.936,2.8304,1.0975,0.5063,3.3086,0.9362,0.1034,2.3101,0.8026
199210,1.9251,3.0135,2.2496,1.8865,3.3351,1.6805,2.9667,3.7314,4.1936,5.2522,3.6167,4.4115,1.128,2.8002,5.0668,5.4733,1.7415,2.3021,2.7323,3.3766,-0.4879,0.0706,-2.3198,0.3898,2.1063
199211,9.8114,8.4741,7.6015,10.4144,11.1898,9.4257,6.3597,6.7388,7.6569,8.7348,6.7384,6.0417,5.7545,7.1639,8.3881,5.1056,2.4522,3.874,4.8416,7.3812,7.2759,3.4738,1.348,4.0056,3.694
199212,3.4806,3.2724,3.5181,4.0108,4.0339,3.0213,3.1334,4.2771,2.541,2.5061,5.3019,3.8997,2.5392,3.0237,4.7234,3.4116,2.8241,3.8788,2.2781,2.8553,3.7177,1.7741,-0.1554,2.4896,0.5014
199301,4.584,5.7188,3.3753,4.3039,5.8348,2.1725,3.663,2.8771,2.9846,3.5743,2.3747,1.5706,3.3665,2.5872,1.2311,2.5388,3.3244,2.5392,1.8793,1.8589,5.0189,3.485,1.0905,0.1389,-1.0377
199302,-3.5147,-2.2492,-2.1991,-4.2584,-5.2855,-6.0256,-1.9185,-1.6564,-3.4308,-1.1266,-1.7333,-0.9416,0.1514,-1.5937,-3.5032,-2.1346,2.5653,1.6277,-1.0746,-1.7287,2.9657,2.227,3.3765,2.3868,-1.0584
199303,3.3026,1.4751,3.2678,0.5701,3.7584,0.9596,1.9309,3.7128,2.7932,3.3737,3.5202,4.115,3.9096,3.5724,4.7037,2.295,4.7037,4.5992,2.5685,2.8883,4.3562,2.9007,1.9893,2.9377,1.023
199304,-3.0717,-1.5225,-3.1112,-3.1063,-4.4285,-0.883,-3.2737,-3.2666,-3.2851,-3.106,-1.0222,-3.549,-2.0081,-3.4048,-3.2858,-1.4876,-2.0515,-1.4742,-3.568,-4.636,3.7432,-0.1325,-0.628,-2.508,-5.5746
199305,6.3187,4.4074,3.0762,4.6079,4.0274,7.4399,3.6574,3.6759,6.1318,4.0063,8.2913,4.8653,4.6102,3.8493,4.8261,3.8595,3.3027,3.992,2.8843,4.807,2.6874,0.7257,2.4579,2.2989,3.3463
199306,0.5043,0.0283,-0.6311,-1.4967,1.1015,1.5365,-0.6449,0.883,-0.0052,0.4417,1.399,1.833,1.1176,-0.2804,-0.0029,2.1133,2.1472,0.3268,1.5973,1.1803,1.2771,1.9802,-0.3675,1.1949,-0.6005
199307,-0.1361,2.2159,1.7362,0.6256,-0.2125,-0.9652,0.5678,2.345,0.2976,1.2209,1.4094,-0.0796,0.4534,0.2491,0.2755,1.2126,0.9315,0.3971,-0.2137,-0.924,4.3397,1.0834,1.3159,-0.7785,-2.0605
199308,3.371,4.2149,3.5636,4.0768,4.7105,5.8982,4.2233,4.8499,3.0478,6.1745,4.9244,6.5715,2.4522,3.7775,3.7139,8.1434,4.5439,4.4428,4.3468,3.9279,5.0275,4.7348,2.7852,4.1531,2.7979
199309,3.0406,4.3522,2.2251,1.8616,2.2401,3.7698,1.3902,2.296,2.8121,4.8641,-1.7507,2.9256,2.3954,2.7449,1.7951,-0.7831,1.7679,-0.1753,-0.0144,1.3167,-1.0384,-0.0457,-0.2524,-0.6817,-0.6414
199310,5.6373,4.5367,3.2948,3.4827,5.0628,5.2586,1.4633,0.149,1.5074,3.3974,1.6585,-0.1913,-0.2276,0.5184,2.4471,1.2127,-1.6179,2.0651,1.843,-0.08,1.8123,-1.0564,0.0673,2.2101,2.7522
199311,-4.7831,-2.5653,-0.3248,-2.1003,-1.0802,-3.9541,-3.2456,-2.6282,-2.3504,-3.5516,-2.6372,-1.5943,-1.8171,-3.0755,-2.4003,-5.0789,-2.6758,-2.7063,-2.3018,-2.4663,-3.2128,-3.1869,-2.422,-0.3911,0.4784
199312,-0.4232,1.8534,2.5525,2.0623,1.678,0.6343,5.5586,3.7675,3.8394,3.9937,2.811,5.4031,6.9365,4.3298,2.9494,2.8317,4.2947,5.5347,4.5093,2.9128,-0.455,1.5115,0.9383,0.8476,1.242
199401,4.9651,6.1029,3.8366,5.7707,3.2808,4.6162,1.4997,2.3131,1.5628,1.8284,4.5766,2.8623,1.6097,1.3585,2.5948,3.6498,2.9705,2.6454,3.8162,3.3193,3.3471,4.5566,3.7842,3.3155,2.3662
199402,-2.435,-0.2896,1.5912,-0.1515,0.0642,-3.263,-0.4347,0.4131,1.5561,-0.1039,-1.8392,1.152,-0.6756,1.2272,-0.3807,-4.4369,-1.7523,-1.2527,-1.4534,-0.7052,-6.0108,-4.0965,-2.6992,-1.622,-3.2125
199403,-6.046,-4.0324,-5.0273,-4.0944,-5.9237,-8.1396,-6.1649,-5.3179,-4.3641,-5.5701,-4.8499,-5.3969,-5.1424,-4.5313,-5.2716,-4.629,-5.0431,-5.7918,-4.7426,-3.0687,-4.7089,-3.705,-3.9539,-4.0922,-4.3338
199404,-3.222,0.1133,-1.3996,-0.3654,1.0058,0.3697,1.3771,1.3231,-0.3356,-0.308,-1.956,1.4203,2.4918,-0.6342,0.5446,-1.8392,2.3574,0.8316,1.2816,0.4583,0.9915,1.1956,1.6937,-0.2325,2.2927
199405,-1.6437,-2.2833,-0.8099,-0.9189,-1.9993,-1.0157,-2.2745,-1.0278,-1.0328,-2.5349,-0.7957,-2.3539,-1.1557,-0.6358,-0.5006,-0.7331,-2.3309,-1.6889,0.5308,2.1675,2.2534,1.3801,-0.1883,2.6267,2.1455
199406,-5.3847,-3.8532,-3.1706,-3.6249,-4.297,-4.6345,-2.3451,-3.3491,-3.2501,-2.1853,-2.1253,-1.9372,-2.4097,-2.4423,-2.8011,-5.7993,-0.4499,-3.2405,-2.9879,-5.0803,-2.6076,-3.6675,-2.13,-2.3521,-2.3488
199407,0.1473,0.7335,0.6077,0.9966,0.8111,2.5322,1.6057,2.5241,1.264,3.1617,2.5632,3.1237,2.2181,3.9216,1.7378,6.4746,4.3054,3.4948,3.0136,2.5689,6.0811,3.7446,3.7641,3.7839,2.4925
199408,2.4161,3.8167,3.9196,4.5442,4.941,7.2293,5.6439,5.2618,5.1118,6.3314,6.9435,5.3563,4.9702,6.8601,5.7602,7.5741,4.2563,5.0075,4.7865,5.1018,3.0797,4.0688,3.8079,3.3787,4.591
199409,0.7626,2.4102,1.7958,1.121,0.9585,-2.405,2.453,-0.7029,-0.1819,0.8252,-0.778,-2.7299,-0.1999,-0.3764,0.4263,-1.1719,-2.1386,-2.1866,-2.0581,-2.0913,-4.1519,-0.9274,-3.4088,-3.069,-2.0784
199410,-1.1188,1.5181,0.9708,-0.6237,2.2022,-0.7303,0.1904,0.2266,0.38,-1.5328,-0.8091,0.6597,0.3779,1.1667,1.2645,-1.1516,0.5899,0.6544,-0.1431,0.9412,2.7334,3.3595,4.0544,2.5643,1.7731
199411,-4.224,-2.3094,-2.3725,-4.6241,-3.3594,-3.9393,-3.9205,-2.9159,-4.1257,-3.7623,-6.0269,-3.2506,-4.2797,-4.5146,-5.7435,-4.4176,-4.6484,-2.8973,-3.8531,-4.8096,-2.8638,-4.216,-3.385,-3.3704,-3.0662
199412,-2.138,-0.1573,-0.4041,0.4461,-1.5799,-0.5834,3.6612,1.1326,3.8026,1.9908,2.1426,2.4266,2.3107,3.4706,2.7156,0.6215,1.6552,1.388,1.1959,0.986,1.9668,2.7747,0.2121,1.3382,1.2002
199501,2.3001,1.4622,2.0662,3.0008,1.1481,-1.6702,0.0033,-2.1112,-0.7661,2.0534,-1.5899,-2.9728,-0.8365,0.0736,-0.3122,1.7221,1.3834,0.9748,2.3131,1.0604,6.4813,1.21,2.2626,3.7107,2.8799
199502,1.9776,3.286,2.7866,3.7965,3.7331,3.5781,3.5175,4.6836,4.0598,3.2687,4.6169,5.578,4.9928,5.5836,4.7644,3.5158,4.5269,3.8993,5.683,4.6493,2.5013,2.9593,4.5664,4.2045,3.756
199503,1.2376,0.2172,1.7528,0.3761,2.7671,4.2788,2.4482,2.1015,2.1093,2.6324,3.6017,2.3817,1.5966,1.5954,1.5814,1.0035,1.6878,2.8244,2.9118,3.4965,1.5531,3.7003,2.7453,2.3806,2.8758
199504,2.5321,3.5757,2.8718,2.9387,2.5772,2.2038,2.3516,1.2279,1.7833,1.3216,1.4194,2.6825,1.6833,1.0766,0.8605,0.8597,2.2753,2.7506,1.7379,0.7091,1.7896,2.2193,2.5386,1.3834,4.1314
199505,2.396,2.3825,2.0639,0.9398,2.0717,1.9459,0.9444,2.1959,2.5469,1.434,1.3289,0.6431,1.477,3.2926,1.5869,-0.185,1.4812,3.4203,2.8778,3.3541,3.6099,3.6515,4.5172,4.5789,3.8631
199506,8.1978,5.5483,5.3942,4.4882,6.0418,7.3529,6.0348,5.1953,4.9329,5.9233,4.8288,5.537,3.7919,3.4443,4.8554,6.1192,4.2229,3.5607,3.7493,4.2696,2.3628,0.8783,2.2536,1.7241,3.1023
199507,5.5561,5.6057,5.5968,6.0444,7.9771,5.3014,5.2959,6.7845,7.6706,8.5699,6.2064,6.4058,5.8966,4.0323,7.6359,6.2492,5.3916,5.4341,6.1298,5.2341,3.7257,2.8876,3.2171,4.3209,2.9523
199508,5.8771,2.209,4.3029,3.1662,2.8201,2.581,1.8286,1.9583,0.9176,1.7366,0.7991,2.5667,1.4895,2.1677,0.9309,2.5096,1.591,1.4685,1.2136,1.0068,4.2173,-0.1128,-0.2023,-0.6814,1.3045
199509,3.1121,2.675,1.3704,2.7836,1.7681,2.1557,2.5181,1.4661,0.6444,2.222,1.4006,1.0932,2.3086,3.1618,-0.106,2.3673,1.7505,2.7511,2.1262,3.2981,4.4106,2.2135,4.8995,3.5874,5.5165
199510,-6.0809,-3.3913,-3.2577,-3.0808,-4.3539,-7.0746,-6.4687,-5.9657,-4.6108,-5.0287,-2.9845,-3.1582,-3.76,-1.7882,-3.5171,-2.0777,-2.6322,-2.6026,-1.7235,-1.9553,-1.0037,-2.3334,-1.6943,-0.5354,1.1195
199511,0.3864,3.125,3.1451,1.3542,2.724,7.4171,3.0982,4.4462,4.2756,4.1381,7.95,3.4913,3.1512,3.5615,7.4533,3.0459,3.6063,6.0565,4.7316,4.0182,4.6376,8.3039,4.2593,4.7807,3.539
199512,2.5422,2.1638,0.1271,1.7276,0.7832,4.7732,2.4653,2.05,2.9217,1.5836,6.0354,3.5395,0.0592,1.6032,-0.3633,0.0497,-0.6966,-0.2274,-0.6887,1.7008,0.4786,3.8162,3.097,1.6035,1.0344
199601,2.9408,0.7387,-0.5809,-0.0317,-0.005,1.3196,-0.0461,-1.7214,-1.7687,0.4244,0.0568,-0.5238,0.0895,-1.2057,0.5868,1.3624,0.4327,2.4539,2.1307,2.3007,2.93,2.326,2.9692,3.6396,3.852
199602,3.4492,2.6296,2.5156,3.1206,3.7118,2.9739,3.5226,3.3756,4.0448,4.6543,1.7667,3.0915,3.0334,4.4962,4.6247,2.3746,2.3731,1.4972,2.9361,2.7055,1.9417,0.3953,0.9312,1.6647,1.3449
199603,1.2778,3.9474,3.566,4.9199,4.473,1.6985,1.7369,1.6281,3.6525,3.8622,0.0619,2.9806,2.5664,4.008,3.2312,0.765,3.1961,-0.4537,0.7882,2.9212,-2.7596,2.0098,2.9438,1.1206,0.1885
199604,8.0426,7.5542,6.3283,8.0722,7.6825,10.1095,5.4822,4.2107,5.6487,9.1111,4.7803,2.8285,3.6071,3.1046,4.6919,4.2724,3.7219,2.3494,3.8995,3.4827,-0.582,-0.3487,1.1199,0.5572,2.4324
199605,8.3057,6.8469,4.8864,5.2851,6.3558,7.9792,4.7229,5.0037,2.9174,4.4709,2.7051,2.4845,2.9397,2.6419,2.007,0.2917,2.0594,0.4083,2.351,1.5364,-0.6375,1.9956,1.4974,2.7063,3.2821
199606,-6.9407,-3.9978,-2.4279,-2.1153,-3.0615,-6.3586,-3.6607,-3.2238,-2.6513,-3.1234,-8.1412,-3.4593,-1.6918,-3.0276,-2.6609,-2.7727,-1.8951,-2.2494,-1.8743,-1.1033,-0.9403,1.1849,-0.3453,-0.4023,1.2149
199607,-11.3313,-6.4127,-5.7665,-7.2222,-7.6649,-13.0399,-8.6136,-7.8363,-8.1431,-9.065,-12.3737,-6.8818,-8.1507,-4.7601,-9.9797,-6.9019,-7.6736,-4.8128,-5.7195,-7.4037,-7.8862,-5.8654,-5.0809,-4.4309,-3.5154
199608,4.1676,4.1103,5.1815,3.6721,4.5549,5.8963,6.154,5.9107,5.2976,7.4514,8.2738,5.785,7,6.2404,5.6703,5.6745,5.9323,5.3816,5.1949,4.9071,2.8145,2.4112,2.0176,3.3682,1.1696
199609,2.1424,2.4978,3.6783,4.2849,3.8566,4.1817,3.6241,5.145,3.4771,3.6386,5.7712,4.1223,3.918,4.8831,6.0944,2.9026,2.8445,6.1203,4.5508,4.8729,3.3573,5.0129,4.0859,6.3506,6.4675
199610,-3.8232,0.4213,1.2176,0.0449,-1.4171,-2.8418,-1.5369,-1.2313,-0.622,1.0329,-4.0583,-2.5522,-0.9362,-0.8762,-5.5699,-0.9268,0.6631,-0.3505,0.9847,-1.1938,-0.7229,6.2385,3.6372,2.5687,1.8559
199611,1.3089,3.7468,4.09,2.6586,2.1301,1.3705,3.9863,4.3221,4.8455,1.8665,1.0638,4.1651,5.0322,6.0211,5.7509,4.1425,4.8408,6.2193,6.9709,6.3873,7.0734,5.2911,5.5097,8.3574,8.2416
199612,-0.5679,3.1587,2.3646,2.381,2.4768,1.4368,2.3093,2.8418,3.5354,2.0916,-0.0999,0.7276,0.2847,0.5747,1.3523,-0.9525,-1.4252,-0.7932,0.4155,-0.3706,-0.7135,-1.5636,-0.8347,-2.7238,-1.9582
199701,6.1564,4.354,3.9723,5.1994,5.5752,1.988,4.2379,2.0707,0.936,4.6207,3.3435,2.1663,0.4121,3.503,1.6423,2.3769,3.4137,3.428,4.5915,-0.3731,2.9733,5.4644,4.3717,7.2019,7.3649
